job_male,job_female,similarity,job_male_ratio,job_female_ratio
Construction laborer,Nutritionist,0.69677734375,4.5,86.3
Construction laborer,Respiratory therapist,0.69677734375,4.5,62.4
Roofer,Human resources manager,0.69677734375,4.4,76.5
Roofer,Probation officer,0.69677734375,4.4,57.4
Construction and building inspector,Bill and account collector,0.69677734375,10.5,71.2
Highway maintenance worker,School psychologist,0.69677734375,2.2,87.9
Refractory machinery mechanic,Loan officer,0.69677734375,3.9,51.6
Boiler operator,Clinical laboratory technician,0.69677734375,7.1,76.3
Painting worker,Animal caretaker,0.69677734375,11.3,76.0
Truck driver,Home health aide,0.69677734375,6.9,87.2
Shuttle driver,Operations research analyst,0.69677734375,10.7,55.0
Shuttle driver,Phlebotomist,0.69677734375,10.7,90.3
Parking attendant,Filling machine operator,0.69677734375,13.5,57.3
Stocker,Animal trainer,0.69677734375,36.5,69.1
Stocker,Cashier,0.69677734375,36.5,69.8
Computer programmer,Travel agent,0.6962890625,21.5,79.7
Software developer,Crossing guard,0.6962890625,20.2,55.8
Web developer,Laundry worker,0.6962890625,19.4,74.5
Database administrator,Fast food and counter worker,0.6962890625,30.8,66.3
Network and computer systems administrator,Probation officer,0.6962890625,16.7,57.4
Computer hardware engineer,Probation officer,0.6962890625,5.9,57.4
Computer hardware engineer,Travel agent,0.6962890625,5.9,79.7
Surveying and mapping technician,Home health aide,0.6962890625,12.0,87.2
Surveying and mapping technician,Dental assistant,0.6962890625,12.0,92.8
Clergy,Psychiatric technician,0.6962890625,21.4,69.5
First-line supervisor of correctional officers,Human resources worker,0.6962890625,35.9,76.5
First-line supervisor of correctional officers,Executive secretary,0.6962890625,35.9,90.0
First-line supervisor of firefighting and prevention workers,Skincare specialist,0.6962890625,6.1,99.0
First-line supervisor of security workers,Fundraiser,0.6962890625,22.5,74.9
Correctional officer,Media collections specialist,0.6962890625,33.9,82.5
Criminal investigator,Recreation worker,0.6962890625,26.3,58.9
Police officer,Tutor,0.6962890625,14.4,70.4
Private detective,Physical therapist assistant,0.6962890625,43.0,68.7
Private detective,First-line supervisor of food preparation and serving workers,0.6962890625,43.0,53.5
Security guard,Diagnostic medical sonographer,0.6962890625,24.9,76.1
Chef,Psychiatric technician,0.6962890625,23.3,69.5
Chef,Order clerk,0.6962890625,23.3,58.3
Pest control worker,Manicurist,0.6962890625,5.1,83.5
Landscaping and groundskeeping worker,Nutritionist,0.6962890625,7.3,86.3
Landscaping and groundskeeping worker,Pharmacist,0.6962890625,7.3,57.8
Gambling services worker,Cashier,0.6962890625,40.2,69.8
Miscellaneous agricultural worker,Skincare specialist,0.6962890625,28.7,99.0
Construction equipment operator,Home health aide,0.6962890625,1.0,87.2
Painter,Laundry worker,0.6962890625,10.4,74.5
Truck mechanic,Fundraiser,0.6962890625,1.6,74.9
First-line supervisor of production and operating workers,Respiratory therapist,0.6962890625,23.5,62.4
Machinist,Nutritionist,0.6962890625,6.3,86.3
Bench carpenter,Physical therapist,0.6962890625,5.5,67.5
Painting worker,Exercise trainer,0.6962890625,11.3,56.7
Aircraft pilot,Floral designer,0.6962890625,8.3,89.1
Truck driver,Supervisor of personal care and service workers,0.6962890625,6.9,65.8
Parking attendant,Healthcare social worker,0.6962890625,13.5,77.9
Transportation service attendant,Animal trainer,0.6962890625,23.4,69.1
Cleaner of vehicle and equipment,Interior designer,0.6962890625,20.4,85.3
Cleaner of vehicle and equipment,File Clerk,0.6962890625,20.4,76.0
Stocker,Manicurist,0.6962890625,36.5,83.5
Web developer,Food batchmaker,0.69580078125,19.4,55.7
Computer support specialist,Laundry worker,0.69580078125,26.2,74.5
Computer network architect,Respiratory therapist,0.69580078125,7.7,62.4
Clergy,Insurance sales agent,0.69580078125,21.4,54.9
Actor,Teller,0.69580078125,47.0,78.9
Photographer,Fast food and counter worker,0.69580078125,48.5,66.3
Chiropractor,Veterinarian,0.69580078125,41.1,69.1
Surgeon,Childcare administrator,0.69580078125,20.0,68.6
First-line supervisor of firefighting and prevention workers,Translator,0.69580078125,6.1,74.4
Private detective,Childcare administrator,0.69580078125,43.0,68.6
Security guard,Tutor,0.69580078125,24.9,70.4
Cook,Childcare worker,0.69580078125,39.8,93.8
Tree trimmers and pruner,Physical therapist,0.69580078125,3.0,67.5
Miscellaneous agricultural worker,School psychologist,0.69580078125,28.7,87.9
Miscellaneous agricultural worker,Occupational therapist,0.69580078125,28.7,88.6
Logging worker,Social and community service manager,0.69580078125,1.7,71.7
Logging worker,Public relations specialist,0.69580078125,1.7,76.2
Logging worker,Housekeeping cleaner,0.69580078125,1.7,88.4
First-line supervisor of construction trades and extraction workers,Massage therapist,0.69580078125,5.1,83.7
Carpenter,Housekeeping cleaner,0.69580078125,3.1,88.4
Insulation worker,Interior designer,0.69580078125,5.0,85.3
Insulation worker,Fast food and counter worker,0.69580078125,5.0,66.3
Insulation worker,Childcare worker,0.69580078125,5.0,93.8
Roofer,Biological scientist,0.69580078125,4.4,55.0
Telecommunication equipment installer,Secondary school teacher,0.69580078125,5.9,56.9
Telecommunication equipment installer,Food batchmaker,0.69580078125,5.9,55.7
Truck mechanic,Respiratory therapist,0.69580078125,1.6,62.4
Heavy vehicle mechanic,Operations research analyst,0.69580078125,2.3,55.0
Refractory machinery mechanic,Childcare administrator,0.69580078125,3.9,68.6
Computer numerically controlled tool operator,Data entry keyer,0.69580078125,7.8,72.7
Precious stone worker,Marketing manager,0.69580078125,46.0,62.4
Precious stone worker,Medical appliance technician,0.69580078125,46.0,58.9
Painting worker,Physical therapist assistant,0.69580078125,11.3,68.7
Truck driver,Secondary school teacher,0.69580078125,6.9,56.9
Truck driver,Radiologic technician,0.69580078125,6.9,70.3
Crane and tower operator,Miscellaneous health technician,0.69580078125,2.9,72.7
Industrial truck and tractor operator,Paralegal,0.69580078125,9.5,83.0
Industrial truck and tractor operator,Preschool and kindergarten teacher,0.69580078125,9.5,96.7
Industrial truck and tractor operator,Psychiatric aide,0.69580078125,9.5,53.5
Stocker,Physical therapist assistant,0.69580078125,36.5,68.7
Chief executive,Preschool and kindergarten teacher,0.6953125,30.6,96.7
Training and development manager,Floral designer,0.6953125,48.0,89.1
Property assessor,Bartender,0.6953125,34.2,50.8
Financial and investment analyst,Food batchmaker,0.6953125,43.9,55.7
Computer programmer,Tax preparer,0.6953125,21.5,66.3
Software quality tester,Elementary and middle school teacher,0.6953125,44.1,78.6
Chemical engineer,Editor,0.6953125,21.6,56.6
Chemists and materials scientist,Recreation worker,0.6953125,36.0,58.9
Occupational health and safety specialist,Waiter,0.6953125,17.9,68.8
Lawyer,Payroll and timekeeping clerk,0.6953125,39.5,88.2
Actor,Licensed practical nurse,0.6953125,47.0,88.7
Chiropractor,Legal secretary,0.6953125,41.1,96.4
Dentist,Cashier,0.6953125,39.5,69.8
First-line supervisor of police and detectives,Ophthalmic medical technician,0.6953125,10.5,73.7
First-line supervisor of security workers,Occupational therapist,0.6953125,22.5,88.6
First-line supervisor of security workers,Cashier,0.6953125,22.5,69.8
Firefighter,Recreation worker,0.6953125,3.9,58.9
Criminal investigator,Supervisor of personal care and service workers,0.6953125,26.3,65.8
Police officer,Radiologic technician,0.6953125,14.4,70.3
Police officer,Phlebotomist,0.6953125,14.4,90.3
Cook,Public safety telecommunicator,0.6953125,39.8,78.2
Building cleaner,Veterinary technician,0.6953125,38.7,89.9
Pest control worker,Payroll and timekeeping clerk,0.6953125,5.1,88.2
Tree trimmers and pruner,Marketing specialist,0.6953125,3.0,61.7
Counter and rental clerk,Exercise trainer,0.6953125,38.7,56.7
Parts salesperson,Animal caretaker,0.6953125,22.9,76.0
Messenger,Massage therapist,0.6953125,27.8,83.7
Miscellaneous agricultural worker,Public safety telecommunicator,0.6953125,28.7,78.2
Logging worker,Author,0.6953125,1.7,53.8
Carpenter,Customer service representative,0.6953125,3.1,65.3
Electrician,Surgical technologist,0.6953125,2.9,76.9
Construction and building inspector,Secondary school teacher,0.6953125,10.5,56.9
Highway maintenance worker,Media collections specialist,0.6953125,2.2,82.5
Telecommunication equipment installer,Data entry keyer,0.6953125,5.9,72.7
Automotive service mechanic,Legal secretary,0.6953125,2.5,96.4
Truck mechanic,Flight attendant,0.6953125,1.6,78.0
First-line supervisor of production and operating workers,School psychologist,0.6953125,23.5,87.9
First-line supervisor of production and operating workers,Nutritionist,0.6953125,23.5,86.3
Machinist,Dental assistant,0.6953125,6.3,92.8
Printing press operator,Veterinary assistant,0.6953125,24.7,79.6
Boiler operator,Food batchmaker,0.6953125,7.1,55.7
Crane and tower operator,Insurance claims and policy processing clerk,0.6953125,2.9,80.1
Refuse and recyclable material collector,Food preparation worker,0.6953125,12.8,58.7
Chief executive,Food batchmaker,0.69482421875,30.6,55.7
Facilities manager,Crossing guard,0.69482421875,23.4,55.8
Cost estimator,Media collections specialist,0.69482421875,17.7,82.5
Cost estimator,Food batchmaker,0.69482421875,17.7,55.7
Management analyst,Data entry keyer,0.69482421875,46.6,72.7
Information security analyst,Crossing guard,0.69482421875,19.3,55.8
Software developer,Bill and account collector,0.69482421875,20.2,71.2
Network and computer systems administrator,Home health aide,0.69482421875,16.7,87.2
Computer network architect,Floral designer,0.69482421875,7.7,89.1
Electrical and electronics engineer,Food batchmaker,0.69482421875,11.6,55.7
Electrical and electronic engineering technician,Baker,0.69482421875,11.6,65.5
Chemists and materials scientist,Sewing machine operator,0.69482421875,36.0,70.7
Clergy,Occupational therapist,0.69482421875,21.4,88.6
Clergy,Flight attendant,0.69482421875,21.4,78.0
Actor,Cashier,0.69482421875,47.0,69.8
Coach,Veterinary technician,0.69482421875,40.9,89.9
Chiropractor,Social and human service assistant,0.69482421875,41.1,75.3
Surgeon,Teller,0.69482421875,20.0,78.9
First-line supervisor of correctional officers,Social and community service manager,0.69482421875,35.9,71.7
First-line supervisor of police and detectives,Diagnostic medical sonographer,0.69482421875,10.5,76.1
First-line supervisor of firefighting and prevention workers,Graphic designer,0.69482421875,6.1,54.7
First-line supervisor of firefighting and prevention workers,Massage therapist,0.69482421875,6.1,83.7
Firefighter,Psychiatric technician,0.69482421875,3.9,69.5
Private detective,Childcare worker,0.69482421875,43.0,93.8
Security guard,Ophthalmic medical technician,0.69482421875,24.9,73.7
Chef,Healthcare social worker,0.69482421875,23.3,77.9
Chef,Exercise trainer,0.69482421875,23.3,56.7
Cook,Veterinary technician,0.69482421875,39.8,89.9
Dishwasher,Cashier,0.69482421875,23.1,69.8
First-line supervisor of housekeeping and janitorial workers,Media collections specialist,0.69482421875,44.1,82.5
Pest control worker,Editor,0.69482421875,5.1,56.6
Tree trimmers and pruner,Customer service representative,0.69482421875,3.0,65.3
Tour guide,Physical therapist assistant,0.69482421875,48.2,68.7
Parts salesperson,School psychologist,0.69482421875,22.9,87.9
Parts salesperson,Cashier,0.69482421875,22.9,69.8
Transportation ticket agent,Substance abuse and behavioral disorder counselor,0.69482421875,45.9,78.1
Postal service mail carrier,Teaching assistant,0.69482421875,34.7,79.5
Miscellaneous agricultural worker,Special education teacher,0.69482421875,28.7,86.6
Logging worker,Graphic designer,0.69482421875,1.7,54.7
Logging worker,Fast food and counter worker,0.69482421875,1.7,66.3
Carpenter,Loan officer,0.69482421875,3.1,51.6
Roofer,Healthcare social worker,0.69482421875,4.4,77.9
Construction and building inspector,Preschool and kindergarten teacher,0.69482421875,10.5,96.7
Telecommunication equipment installer,Dental hygienist,0.69482421875,5.9,95.7
Refractory machinery mechanic,Licensed practical nurse,0.69482421875,3.9,88.7
Refractory machinery mechanic,Executive secretary,0.69482421875,3.9,90.0
Computer numerically controlled tool operator,Food batchmaker,0.69482421875,7.8,55.7
Machinist,Medical and health services manager,0.69482421875,6.3,71.8
Machinist,Housekeeping cleaner,0.69482421875,6.3,88.4
Bench carpenter,Marketing specialist,0.69482421875,5.5,61.7
Bench carpenter,Bartender,0.69482421875,5.5,50.8
Boiler operator,Massage therapist,0.69482421875,7.1,83.7
Precious stone worker,Public relations specialist,0.69482421875,46.0,76.2
Painting worker,Executive secretary,0.69482421875,11.3,90.0
Shuttle driver,Childcare administrator,0.69482421875,10.7,68.6
Shuttle driver,Pharmacy technician,0.69482421875,10.7,79.3
Shuttle driver,First-line supervisor of office and administrative support workers,0.69482421875,10.7,65.8
Parking attendant,Medical scientist,0.69482421875,13.5,51.8
Parking attendant,Phlebotomist,0.69482421875,13.5,90.3
Parking attendant,Supervisor of personal care and service workers,0.69482421875,13.5,65.8
Cleaner of vehicle and equipment,Training and development specialist,0.69482421875,20.4,56.7
Refuse and recyclable material collector,Human resources manager,0.69482421875,12.8,76.5
Project management specialist,Tutor,0.6943359375,47.3,70.4
Project management specialist,Waiter,0.6943359375,47.3,68.8
Property assessor,Media collections specialist,0.6943359375,34.2,82.5
Property assessor,Floral designer,0.6943359375,34.2,89.1
Information security analyst,Personal care aide,0.6943359375,19.3,79.8
Computer programmer,Phlebotomist,0.6943359375,21.5,90.3
Web developer,Cashier,0.6943359375,19.4,69.8
Web and digital interface designer,Dental hygienist,0.6943359375,42.7,95.7
Web and digital interface designer,Personal care aide,0.6943359375,42.7,79.8
Computer network architect,Phlebotomist,0.6943359375,7.7,90.3
Computer network architect,Flight attendant,0.6943359375,7.7,78.0
Civil engineer,Phlebotomist,0.6943359375,16.9,90.3
Clergy,Dental assistant,0.6943359375,21.4,92.8
Clergy,Crossing guard,0.6943359375,21.4,55.8
Clergy,Housekeeping cleaner,0.6943359375,21.4,88.4
Dentist,Animal caretaker,0.6943359375,39.5,76.0
Paramedic,Childcare worker,0.6943359375,29.5,93.8
First-line supervisor of correctional officers,Clinical laboratory technician,0.6943359375,35.9,76.3
First-line supervisor of correctional officers,Billing and posting clerk,0.6943359375,35.9,91.4
